
Clock type: WALL
Ordered by: totaltime, desc

name                                  ncall  tsub      ttot      tavg      
..torch/jit/__init__.py:129 annotate  2820   0.001178  0.001178  0.000000
..athlib.py:1129 PosixPath.read_text  69     0.000093  0.001172  0.000017
..10/sysconfig.py:659 get_config_var  3      0.000005  0.001168  0.000389
..__init__.py:1315 Manager.getLogger  76     0.000331  0.001167  0.000015
..sor/_ops/_tensor_ops.py:1 <module>  1      0.000115  0.001164  0.001164
../expressions/special.py:1 <module>  1      0.000014  0.001164  0.001164
..0/sysconfig.py:575 get_config_vars  4/3    0.000016  0.001163  0.000291
...10/typing.py:801 TypeVar.__init__  83     0.000757  0.001162  0.000014
../torch/_dynamo/hooks.py:1 <module>  1      0.000010  0.001151  0.001151
..ython3.10/traceback.py:338 extract  13     0.000186  0.001148  0.000088
../dllogger/logger.py:109 <listcomp>  32     0.000281  0.001146  0.000036
..thon3.10/inspect.py:1133 getsource  4      0.000009  0.001143  0.000286
../_debug_utils.py:22 SimpleProfiler  1      0.000009  0.001141  0.001141
../triton/language/core.py:377 dtype  1      0.000019  0.001139  0.001139
..hon3.10/inspect.py:632 _is_wrapper  985    0.000639  0.001139  0.000001
..oder.py:204 JSONEncoder.iterencode  47     0.001137  0.001137  0.000024
..b/python3.10/functools.py:65 wraps  2063   0.001136  0.001136  0.000001
...py:1173 OpOverloadPacket.__hash__  1678   0.000838  0.001130  0.000001
..ray/dense_ndim_array.py:1 <module>  1      0.000015  0.001128  0.001128
..sympy/tensor/indexed.py:1 <module>  1      0.000021  0.001121  0.001121
..internal.py:900 module_has_exports  2      0.000301  0.001117  0.000558
..odule.py:2776 NeuMF.named_children  1162   0.000881  0.001114  0.000001
..piler/__init__.py:476 is_exporting  2822   0.001102  0.001102  0.000000
..simplify/hyperexpand.py:1 <module>  1      0.000045  0.001101  0.001101
..it_internal.py:129 _qualified_name  152    0.000354  0.001098  0.000007
..utils/_sympy/numbers.py:1 <module>  1      0.000017  0.001095  0.001095
..tty/pretty_symbology.py:1 <module>  1      0.000122  0.001095  0.001095
..s/agca/homomorphisms.py:1 <module>  1      0.000009  0.001091  0.001091
..kages/triton/testing.py:1 <module>  1      0.000020  0.001090  0.001090
..ls/tensor_descriptor.py:1 <module>  1      0.000012  0.001089  0.001089
..77 _should_collect_from_parameters  1204   0.000839  0.001089  0.000001
..rch/lib/python3.10/ast.py:33 parse  52     0.000084  0.001087  0.000021
..t/checkpoint_wrapper.py:1 <module>  1      0.000024  0.001078  0.001078
..onv_expanded_weights.py:1 <module>  1      0.000026  0.001076  0.001076
..external>:1494 FileFinder.__init__  103    0.000452  0.001068  0.000010
..h/lib/python3.10/inspect.py:2206 p  135    0.000266  0.001058  0.000008
..metadata/__init__.py:381 <genexpr>  139    0.000112  0.001047  0.000008
..0/sre_parse.py:97 State.closegroup  53     0.000061  0.001044  0.000020
..da/__init__.py:1067 current_device  137    0.000387  0.001036  0.000008
..dynamo/polyfills/sys.py:1 <module>  1      0.000016  0.001033  0.001033
..ns/relation/equality.py:1 <module>  1      0.000011  0.001028  0.001028
..analysis/device_info.py:1 <module>  1      0.000028  0.001027  0.001027
..ecursive.py:922 get_property_stubs  2      0.000127  0.001015  0.000508
..3.10/ctypes/wintypes.py:1 <module>  1      0.000037  0.001007  0.001007
..ear.py:117 Linear.reset_parameters  4      0.000033  0.000994  0.000248
..t__.py:205 decomposition_decorator  4      0.000013  0.000974  0.000243
..umpy/_normalizations.py:1 <module>  1      0.000030  0.000972  0.000972
..0/typing.py:1350 __init_subclass__  50     0.000668  0.000960  0.000019
../python3.10/textwrap.py:422 dedent  60     0.000255  0.000958  0.000016
..pledispatch/__init__.py:1 <module>  1      0.000006  0.000958  0.000958
..o/polyfills/operator.py:1 <module>  1      0.000051  0.000956  0.000956
..ch/utils/_pytree.py:1379 tree_map_  4      0.000023  0.000954  0.000238
../nn/jit/instantiator.py:1 <module>  1      0.000022  0.000951  0.000951
..rd/sharding_plan/api.py:1 <module>  1      0.000010  0.000950  0.000950
..er/_type_utils.py:67 JitScalarType  1      0.000021  0.000949  0.000949
..ressions/blockmatrix.py:1 <module>  1      0.000030  0.000947  0.000947
..tils.py:293 has_kwarg_only_tensors  5      0.000177  0.000945  0.000189
..mportlib._bootstrap>:826 find_spec  875    0.000660  0.000941  0.000001
..:233 _BufferMeta.__instancecheck__  652    0.000696  0.000937  0.000001
..r.py:483 Adam._optimizer_step_code  2820   0.000937  0.000937  0.000000
..nfig_module.py:87 _Config.__init__  578    0.000746  0.000936  0.000002
..al.py:942 get_torchscript_modifier  564    0.000623  0.000934  0.000002
..dp/_exec_order_utils.py:1 <module>  1      0.000015  0.000933  0.000933
../expr_with_intlimits.py:1 <module>  1      0.000012  0.000933  0.000933
..ils.py:112 is_tensorlist_like_type  69     0.000800  0.000930  0.000013
../fsdp/_runtime_utils.py:1 <module>  1      0.000084  0.000930  0.000930
..3.10/dataclasses.py:572 <listcomp>  264    0.000425  0.000922  0.000003
..ops/_einsum_strategy.py:1 <module>  1      0.000011  0.000919  0.000919
..p_utils.py:51 _register_default_op  14     0.000025  0.000908  0.000065
..uted/_shard/metadata.py:1 <module>  1      0.000013  0.000906  0.000906
..bootstrap>:357 ModuleSpec.__init__  878    0.000904  0.000904  0.000001
...10/pathlib.py:1111 PosixPath.open  69     0.000067  0.000904  0.000013
..ore/sorting.py:10 default_sort_key  82/41  0.000371  0.000899  0.000011
..h/_dynamo/cache_size.py:1 <module>  1      0.000022  0.000898  0.000898
..ensor/parallel/style.py:1 <module>  1      0.000019  0.000897  0.000897
..ages/mpmath/ctx_iv.py:306 __init__  1      0.000034  0.000896  0.000896
..ootstrap_external>:180 _path_isabs  963    0.000543  0.000893  0.000001
..y/utilities/lambdify.py:1 <module>  1      0.000040  0.000893  0.000893
../core/facts.py:582 StdFactKB._tell  2715   0.000885  0.000885  0.000000
..ch/_ops.py:850 OpOverload.__hash__  1258   0.000634  0.000882  0.000001
..ch/nn/init.py:511 kaiming_uniform_  4      0.000040  0.000881  0.000220
..0/contextlib.py:252 contextmanager  88     0.000202  0.000879  0.000010
..ys/domains/realfield.py:1 <module>  1      0.000018  0.000876  0.000876
..metadata/__init__.py:389 <genexpr>  139    0.000068  0.000870  0.000006
..logger.py:73 default_metric_format  245    0.000435  0.000865  0.000004
..ges/sympy/core/facts.py:1 <module>  1      0.000011  0.000864  0.000864
..zipimport>:64 zipimporter.__init__  104    0.000369  0.000858  0.000008
..domains/complexfield.py:1 <module>  1      0.000016  0.000858  0.000858
..10/tokenize.py:297 detect_encoding  72     0.000365  0.000858  0.000012
..ial/tensor_functions.py:1 <module>  1      0.000018  0.000855  0.000855
..mpy/parsing/__init__.py:1 <module>  1      0.000005  0.000854  0.000854
..ympy/polys/polyroots.py:1 <module>  1      0.000048  0.000853  0.000853
..mo/output_graph.py:404 OutputGraph  1      0.000059  0.000846  0.000846
..interactive/__init__.py:1 <module>  1      0.000009  0.000844  0.000844
..h/_decomp/__init__.py:214 register  4      0.000005  0.000844  0.000211
..__init__.py:64 _add_op_to_registry  4      0.000044  0.000839  0.000210
.._signature_get_user_defined_method  566    0.000473  0.000838  0.000001
..py:1997 _signature_is_functionlike  248    0.000520  0.000836  0.000003
..ed_tensor/api.py:194 ShardedTensor  1      0.000021  0.000832  0.000832
../jit.py:308 KernelParam.annotation  153    0.000165  0.000831  0.000005
..kages/sympy/core/mod.py:1 <module>  1      0.000018  0.000826  0.000826
../typing.py:664 ForwardRef.__init__  67     0.000113  0.000824  0.000012
..0/sre_compile.py:560 _compile_info  36     0.000223  0.000821  0.000023
..numpy/fft/_pocketfft.py:1 <module>  1      0.000039  0.000821  0.000821
..tx_mp_python.py:1014 _wrap_specfun  639    0.000546  0.000821  0.000001
..ympy/solvers/solvers.py:1 <module>  1      0.000076  0.000819  0.000819
..realfield.py:87 RealField.__init__  1      0.000015  0.000815  0.000815
../torch/__init__.py:1139 is_storage  3640   0.000813  0.000813  0.000000
..ntervalmath/__init__.py:1 <module>  1      0.000010  0.000812  0.000812
..triton/runtime/build.py:1 <module>  1      0.000022  0.000811  0.000811
..sympy/series/fourier.py:1 <module>  1      0.000022  0.000809  0.000809
../printing/lambdarepr.py:1 <module>  1      0.000026  0.000809  0.000809
...py:2140 NeuMF._save_to_state_dict  130    0.000414  0.000808  0.000006
..metadata/__init__.py:102 <genexpr>  139    0.000124  0.000802  0.000006
..pmath/libmp/libhyper.py:1 <module>  1      0.000035  0.000802  0.000802
.._composable/contract.py:1 <module>  1      0.000035  0.000802  0.000802
../symbolic_convert.py:1029 __init__  4      0.000016  0.000799  0.000200
..n3.10/abc.py:121 __subclasscheck__  243..  0.000117  0.000799  0.000003
..ypes/__init__.py:340 CDLL.__init__  6      0.000086  0.000797  0.000133
..xfield.py:48 ComplexField.__init__  1      0.000017  0.000791  0.000791
..thon3.10/typing.py:2249 <dictcomp>  20     0.000063  0.000790  0.000039
..b/python3.10/decimal.py:1 <module>  1      0.000013  0.000784  0.000784
..rch/_library/utils.py:61 lookup_op  5      0.000014  0.000783  0.000157
..ynamo/guards.py:2952 PyExprCSEPass  1      0.000008  0.000779  0.000779
..xporter/registration.py:1 <module>  1      0.000030  0.000772  0.000772
..hon3.10/typing.py:253 _deduplicate  370    0.000556  0.000771  0.000002
..el.py:117 FullyShardedDataParallel  1      0.000079  0.000771  0.000771
..ed/_state_dict_utils.py:1 <module>  1      0.000048  0.000770  0.000770
..uda/__init__.py:333 is_initialized  280    0.000559  0.000767  0.000003
..numberfields/modules.py:1 <module>  1      0.000036  0.000766  0.000766
..orage.py:785 TypedStorage.__init__  320    0.000613  0.000763  0.000002
..ython3.10/tokenize.py:406 tokenize  56     0.000200  0.000760  0.000014
../graph_deduplication.py:1 <module>  1      0.000040  0.000759  0.000759
..aclasses.py:326 Field.__set_name__  68     0.000704  0.000759  0.000011
..ry/infer_schema.py:18 infer_schema  3      0.000162  0.000758  0.000253
..ynamo/external_utils.py:1 <module>  1      0.000029  0.000754  0.000754
..s/sympy/core/symbol.py:494 __new__  34     0.000130  0.000751  0.000022
..ion/NCF/neumf.py:65 glorot_uniform  3      0.000088  0.000745  0.000248
..istributed/fsdp/wrap.py:1 <module>  1      0.000033  0.000745  0.000745
..py/algebras/__init__.py:1 <module>  1      0.000004  0.000740  0.000740
..ontend.py:192 get_class_properties  2      0.000011  0.000737  0.000368
..sympy/printing/latex.py:1 <module>  1      0.000045  0.000736  0.000736
..ltipledispatch/utils.py:83 groupby  89     0.000501  0.000735  0.000008
..y/assumptions/assume.py:1 <module>  1      0.000020  0.000732  0.000732
...10/inspect.py:2687 Parameter.name  4019   0.000732  0.000732  0.000000
..py/utilities/iterables.py:585 sift  196    0.000343  0.000730  0.000004
..mpy/geometry/polygon.py:1 <module>  1      0.000045  0.000729  0.000729
..ultipledispatch/core.py:1 <module>  1      0.000009  0.000728  0.000728
..mpy/_funcs.py:21 _public_functions  2      0.000005  0.000727  0.000363
..storage.py:1224 TypedStorage._size  156    0.000215  0.000726  0.000005
../sympy/sets/ordinals.py:1 <module>  1      0.000009  0.000726  0.000726
..py/simplify/trigsimp.py:1 <module>  1      0.000035  0.000726  0.000726
..ib/python3.10/tokenize.py:390 open  16     0.000161  0.000720  0.000045
..n3.10/sysconfig.py:473 _init_posix  1      0.000007  0.000717  0.000717
...10/inspect.py:2699 Parameter.kind  4248   0.000710  0.000710  0.000000
..expressions/diagonal.py:1 <module>  1      0.000011  0.000693  0.000693
..traceback.py:301 FrameSummary.line  26     0.000038  0.000687  0.000026
..ath/libmp/libintmath.py:1 <module>  1      0.000036  0.000686  0.000686
..ges/sympy/core/cache.py:69 wrapper  149..  0.000178  0.000686  0.000005
..onfigModuleInstance._get_alias_val  219    0.000446  0.000685  0.000003
../torch/__init__.py:2703 registerOp  2      0.000039  0.000682  0.000341
..uctor/test_operators.py:1 <module>  1      0.000027  0.000682  0.000682
..torch/_utils.py:500 _get_obj_state  156    0.000349  0.000679  0.000004
..s/sympy/core/decorators.py:46 deco  66     0.000035  0.000679  0.000010
../spherical_harmonics.py:1 <module>  1      0.000020  0.000673  0.000673
..python3.10/linecache.py:26 getline  28     0.000045  0.000661  0.000024
../pathlib.py:845 PosixPath.joinpath  69     0.000031  0.000653  0.000009
<string>:1 __create_fn__              1112   0.000650  0.000650  0.000001
..amo/variables/base.py:230 __init__  200    0.000616  0.000650  0.000003
../serialization.py:665 location_tag  156    0.000312  0.000650  0.000004
..ensor/_sharding_prop.py:1 <module>  1      0.000023  0.000648  0.000648
../dataclasses.py:286 Field.__init__  807    0.000648  0.000648  0.000001
..y/mutable_ndim_array.py:1 <module>  1      0.000003  0.000647  0.000647
...py:3004 BCEWithLogitsLoss.__dir__  6      0.000054  0.000645  0.000107
../core/decorators.py:52 __sympifyit  66     0.000157  0.000644  0.000010
..lib/python3.10/enum.py:678 __new__  2396   0.000639  0.000639  0.000000
..portlib._bootstrap>:48 _new_module  842    0.000638  0.000638  0.000001
..comparison.py:1109 originate_pairs  2      0.000079  0.000637  0.000318
..sharded_tensor/shard.py:1 <module>  1      0.000006  0.000637  0.000637
..dp/_state_dict_utils.py:1 <module>  1      0.000067  0.000635  0.000635
..trace_rules.py:3337 _strip_init_py  16     0.000016  0.000633  0.000040
..th/matrices/__init__.py:1 <module>  1      0.000006  0.000632  0.000632
..gies/branch/__init__.py:1 <module>  1      0.000008  0.000632  0.000632
..py/simplify/combsimp.py:1 <module>  1      0.000011  0.000622  0.000622
..ns/relation/__init__.py:1 <module>  1      0.000005  0.000622  0.000622
..thlib.py:615 PosixPath._make_child  69     0.000118  0.000622  0.000009
..ded_tensor/_ops/init.py:1 <module>  1      0.000021  0.000620  0.000620
..odule.py:305 _ConfigEntry.__init__  578    0.000537  0.000620  0.000001
..py/external/__init__.py:1 <module>  1      0.000004  0.000616  0.000616
..ons.py:1387 make_opaque_bitwise_fn  2      0.000006  0.000616  0.000308
../sympy/core/symbol.py:359 __xnew__  38     0.000167  0.000615  0.000016
..d_weights/conv_utils.py:1 <module>  1      0.000012  0.000613  0.000613
..ympy/ntheory/factor_.py:1 <module>  1      0.000055  0.000610  0.000610
..rices/decompositions.py:1 <module>  1      0.000020  0.000608  0.000608
..n/runtime/jit.py:268 _normalize_ty  27     0.000185  0.000607  0.000022
..n3.10/abc.py:117 __instancecheck__  43     0.000033  0.000605  0.000014
...py:1000 OpOverload.overloadpacket  1123   0.000604  0.000604  0.000001
..ython3.10/statistics.py:1 <module>  1      0.000033  0.000602  0.000602
..r/symbolic_helper.py:430 decorator  69     0.000095  0.000599  0.000009
..kernel_wrap.py:1356 TritonHOPifier  1      0.000027  0.000599  0.000599
..python3.10/enum.py:470 __setattr__  395    0.000504  0.000598  0.000002
..ympy/polys/polyutils.py:1 <module>  1      0.000027  0.000596  0.000596
..rama/ansitowin32.py:72 AnsiToWin32  1      0.000008  0.000592  0.000592
..ter/symbolic_helper.py:1835 _apply  45     0.000034  0.000590  0.000013
..edispatch/utils.py:61 reverse_dict  89     0.000480  0.000588  0.000007
..mo/variables/builtin.py:1 <module>  1      0.000074  0.000587  0.000587
..h/_utils.py:216 _rebuild_tensor_v2  4      0.000045  0.000586  0.000146
..dispatch/conflict.py:67 <dictcomp>  89     0.000412  0.000586  0.000007
..iton/runtime/jit.py:794 <listcomp>  48     0.000079  0.000579  0.000012
..:752 SafeLoader.scan_to_next_token  101    0.000239  0.000578  0.000006
..ython3.10/posixpath.py:52 normcase  891    0.000409  0.000572  0.000001
..tensor/_redistribute.py:1 <module>  1      0.000023  0.000571  0.000571
...py:154 _SymbolicFunctionGroup.add  382    0.000319  0.000568  0.000001
.._internal.py:609 getArtifactLogger  27     0.000109  0.000568  0.000021
..y/polys/agca/modules.py:1 <module>  1      0.000020  0.000564  0.000564
..hon3.10/functools.py:479 lru_cache  274    0.000392  0.000560  0.000002
..ch/lib/python3.10/re.py:197 search  59     0.000056  0.000559  0.000009
..etadata/_functools.py:89 pass_none  69     0.000090  0.000554  0.000008
../mpmath/ctx_mp.py:96 init_builtins  3      0.000264  0.000552  0.000184
..b/python3.10/secrets.py:1 <module>  1      0.000037  0.000548  0.000548
..ml/reader.py:99 SafeLoader.forward  348    0.000485  0.000545  0.000002
..or/custom_graph_pass.py:1 <module>  1      0.000020  0.000545  0.000545
../extra/hip/libdevice.py:1 <module>  1      0.000029  0.000537  0.000537
..h/_guards.py:1124 detect_fake_mode  12     0.000253  0.000537  0.000045
..y:54 SafeLoader.construct_document  1      0.000013  0.000534  0.000534
../mpmath/libmp/libmpc.py:1 <module>  1      0.000037  0.000534  0.000534
../_numpy/_dtypes_impl.py:1 <module>  1      0.000010  0.000533  0.000533
..kages/mpmath/ctx_fp.py:18 __init__  1      0.000005  0.000532  0.000532
..package/_mangling.py:47 is_mangled  148    0.000130  0.000529  0.000004
../python3.10/enum.py:44 _is_private  356    0.000400  0.000528  0.000001
..mpy/polys/densebasic.py:1 <module>  1      0.000026  0.000528  0.000528
..:1311 SafeLoader.scan_plain_spaces  53     0.000196  0.000527  0.000010
..amo/polyfills/struct.py:1 <module>  1      0.000019  0.000527  0.000527
..ges/colorama/winterm.py:1 <module>  1      0.000008  0.000522  0.000522
..py/discrete/__init__.py:1 <module>  1      0.000010  0.000521  0.000521
..elementary/piecewise.py:1 <module>  1      0.000025  0.000517  0.000517
..s/expressions/matadd.py:1 <module>  1      0.000029  0.000514  0.000514
..impl.py:34 FakeImplHolder.register  6      0.000056  0.000514  0.000086
..cript_exporter/utils.py:1 <module>  1      0.000050  0.000512  0.000512
..ialization.py:572 _validate_device  4      0.000047  0.000508  0.000127
..ootstrap_external>:164 _path_isdir  107    0.000100  0.000508  0.000005
..ograd/subclass_utils.py:1 <module>  1      0.000046  0.000507  0.000507
..eory/residue_ntheory.py:1 <module>  1      0.000038  0.000507  0.000507
..ys/matrices/linsolve.py:1 <module>  1      0.000015  0.000505  0.000505
..ipledispatch/utils.py:56 <genexpr>  964    0.000371  0.000503  0.000001
..ympy/printing/python.py:1 <module>  1      0.000011  0.000500  0.000500
...10/dataclasses.py:508 _init_param  880    0.000498  0.000498  0.000001
..textbackend/__init__.py:1 <module>  1      0.000006  0.000495  0.000495
..ressions/permutation.py:1 <module>  1      0.000011  0.000494  0.000494
..ynamo/variables/iter.py:1 <module>  1      0.000027  0.000493  0.000493
..triton/runtime/cache.py:1 <module>  1      0.000018  0.000492  0.000492
..8 _SpecialGenericAlias.__getitem__  9      0.000043  0.000492  0.000055
..contextlib.py:128 no_grad.__call__  23     0.000045  0.000491  0.000021
..expressions/hadamard.py:1 <module>  1      0.000018  0.000491  0.000491
...py:1183 OpOverloadPacket._schemas  49     0.000042  0.000490  0.000010
..sumptions/ask.py:21 AssumptionKeys  1      0.000041  0.000490  0.000490
..e_compile.py:292 _optimize_charset  70     0.000348  0.000488  0.000007
..dynamo/decorators.py:400 sig_ident  38     0.000171  0.000488  0.000013
..rch/_dynamo/comptime.py:1 <module>  1      0.000025  0.000483  0.000483
..3.10/dataclasses.py:409 <listcomp>  600    0.000481  0.000481  0.000001
..edispatch/dispatcher.py:1 <module>  1      0.000017  0.000479  0.000479
..py/_ufuncs.py:289 deco_unary_ufunc  47     0.000049  0.000474  0.000010
..cuda/__init__.py:307 _check_cubins  1      0.000030  0.000473  0.000473
..kages/torch/storage.py:693 __new__  320    0.000396  0.000473  0.000001
..tensor/parallel/fsdp.py:1 <module>  1      0.000103  0.000472  0.000472
../python3.10/enum.py:626 _find_new_  42     0.000222  0.000470  0.000011
../_library/autograd.py:99 <genexpr>  34     0.000056  0.000466  0.000014
../sympy/core/sympify.py:124 sympify  95     0.000244  0.000466  0.000005
..tlibbackend/__init__.py:1 <module>  1      0.000005  0.000465  0.000465
..a/__init__.py:532 device.__enter__  141    0.000222  0.000463  0.000003
..ympy/core/operations.py:1 <module>  1      0.000022  0.000462  0.000462
..ng/pretty/pretty_symbology.py:10 U  347    0.000131  0.000460  0.000001
..torch/_numpy/_dtypes.py:1 <module>  1      0.000043  0.000460  0.000460
..hon3.10/linecache.py:52 checkcache  94     0.000203  0.000459  0.000005
..mo/backends/registry.py:1 <module>  1      0.000024  0.000459  0.000459
..namo/variables/torch.py:1 <module>  1      0.000092  0.000458  0.000458
..10/dataclasses.py:645 _is_classvar  1169   0.000458  0.000458  0.000000
..py:1102 TypedStorage._element_size  156    0.000142  0.000455  0.000003
..0/pathlib.py:621 PosixPath.__str__  228    0.000269  0.000454  0.000002
..py/polys/ring_series.py:1 <module>  1      0.000031  0.000454  0.000454
.. RecursiveScriptModule.__setattr__  12     0.000021  0.000454  0.000038
..mo/trace_rules.py:3343 _module_dir  12     0.000014  0.000450  0.000037
..h/jit/_recursive.py:214 infer_type  4      0.000048  0.000450  0.000112
../decorator.py:233 memoize_property  56     0.000081  0.000449  0.000008
..ages/torch/_ops.py:1185 <dictcomp>  49     0.000172  0.000448  0.000009
../autograd/function.py:337 __init__  29     0.000438  0.000448  0.000015
..ader.parse_block_mapping_first_key  12     0.000022  0.000445  0.000037
..orch/make_functional.py:1 <module>  1      0.000092  0.000442  0.000442
..ython3.10/enum.py:579 _get_mixins_  85     0.000157  0.000442  0.000005
..ibuted/nn/functional.py:1 <module>  1      0.000023  0.000440  0.000440
..orators.py:123 sympify_method_args  3      0.000095  0.000440  0.000147
..al>:1040 SourceFileLoader.__init__  844    0.000439  0.000439  0.000001
..y:1250 _UnionGenericAlias.__repr__  61/60  0.000133  0.000437  0.000007
..ding_byte_serializer.py:1 <module>  1      0.000035  0.000435  0.000435
.. RecursiveScriptModule.__setattr__  12     0.000024  0.000433  0.000036
..ariables/distributed.py:1 <module>  1      0.000031  0.000431  0.000431
..:770 _open_zipfile_reader.__init__  4      0.000429  0.000431  0.000108
..mpy/simplify/radsimp.py:1 <module>  1      0.000026  0.000429  0.000429
..ython3.10/typing.py:1022 <genexpr>  1675   0.000428  0.000428  0.000000
..buted/tensor/_random.py:1 <module>  1      0.000016  0.000423  0.000423
..rfields/galoisgroups.py:1 <module>  1      0.000022  0.000420  0.000420
..contextlib.py:72 context_decorator  23     0.000087  0.000419  0.000018
.._comm_hooks/__init__.py:1 <module>  1      0.000004  0.000418  0.000418
..b/python3.10/getpass.py:1 <module>  1      0.000021  0.000418  0.000418
..packages/torch/library.py:666 wrap  28     0.000015  0.000418  0.000015
..y/_core/overrides.py:142 decorator  16     0.000056  0.000417  0.000026
..30 _SymbolicFunctionGroup.__init__  382    0.000245  0.000414  0.000001
../polyfills/functools.py:1 <module>  1      0.000031  0.000414  0.000414
..py:833 TemporaryDirectory.__init__  1      0.000009  0.000414  0.000414
../abc.py:146 update_abstractmethods  264    0.000270  0.000414  0.000002
..42 SourceFileLoader.source_to_code  1      0.000003  0.000414  0.000414
.._dynamo/polyfills/os.py:1 <module>  1      0.000022  0.000413  0.000413
..0/dataclasses.py:436 _field_assign  881    0.000412  0.000412  0.000000
..nner.py:545 SafeLoader.fetch_value  30     0.000241  0.000411  0.000014
..les.py:3099 FunctionIdSet.__call__  126    0.000068  0.000410  0.000003
..parsing/sympy_parser.py:1 <module>  1      0.000063  0.000410  0.000410
..:410 SafeLoader.construct_yaml_map  24/17  0.000014  0.000410  0.000017
../printing/printer.py:424 decorator  6      0.000012  0.000409  0.000068
..ete/expr_with_limits.py:1 <module>  1      0.000027  0.000409  0.000409
..py:264 SafeLoader.parse_block_node  18     0.000022  0.000405  0.000022
.._jit_internal.py:920 is_ignored_fn  148    0.000128  0.000402  0.000003
..shard/_fsdp_param.py:192 FSDPParam  1      0.000032  0.000402  0.000402
..rch/lib/python3.10/re.py:187 match  148    0.000141  0.000399  0.000003
..ter.py:392 _PrintFunction.__init__  6      0.000038  0.000397  0.000066
..canner.py:135 SafeLoader.get_token  156    0.000150  0.000397  0.000003
..ymbolic_convert.py:1044 <dictcomp>  4      0.000222  0.000396  0.000099
..rules.py:3119 FunctionIdSet.remove  34     0.000020  0.000394  0.000012
..python3.10/tempfile.py:360 mkdtemp  1      0.000010  0.000392  0.000392
..y:215 SafeLoader.construct_mapping  12     0.000021  0.000391  0.000033
..ympy/core/parameters.py:1 <module>  1      0.000017  0.000391  0.000391
..1107 _GenericAlias.__mro_entries__  22     0.000363  0.000390  0.000018
..ympy/core/containers.py:1 <module>  1      0.000023  0.000390  0.000390
..orators.py:313 substitute_in_graph  30     0.000135  0.000389  0.000013
..ad.py:285 AutogradCompilerInstance  1      0.000106  0.000389  0.000389
..147 _SpecialGenericAlias.copy_with  10     0.000024  0.000388  0.000039
../sympy/matrices/kind.py:1 <module>  1      0.000015  0.000387  0.000387
..ymbolic_convert.py:1048 <listcomp>  4      0.000248  0.000387  0.000097
../torch/_numpy/linalg.py:1 <module>  1      0.000026  0.000387  0.000387
..libmp/libintmath.py:127 <listcomp>  1      0.000219  0.000387  0.000387
..python3.10/tokenize.py:99 _compile  1      0.000002  0.000385  0.000385
..ython3.10/sre_parse.py:356 _escape  159    0.000272  0.000385  0.000002
..s/dllogger/__init__.py:50 metadata  15     0.000011  0.000385  0.000026
..panded_weights_utils.py:1 <module>  1      0.000011  0.000384  0.000384
..g_spec_ops/embedding.py:1 <module>  1      0.000017  0.000384  0.000384
../modules/module.py:3013 <listcomp>  6      0.000258  0.000383  0.000064
..mpy/ntheory/generate.py:1 <module>  1      0.000033  0.000383  0.000383
..nsions.py:2942 deprecated.__call__  21     0.000106  0.000382  0.000018
../array_comprehension.py:1 <module>  1      0.000011  0.000382  0.000382
..py/_ufuncs.py:67 deco_binary_ufunc  38     0.000066  0.000380  0.000010
..ressions/determinant.py:1 <module>  1      0.000018  0.000380  0.000380
..les/builder.py:417 VariableBuilder  1      0.000023  0.000379  0.000379
..mpy/core/singleton.py:190 __init__  29     0.000174  0.000377  0.000013
..math/libmp/libmpf.py:322 <genexpr>  268    0.000127  0.000377  0.000001
../metadata/_functools.py:99 wrapper  69     0.000050  0.000376  0.000005
..tlib/metadata/__init__.py:108 read  139    0.000205  0.000376  0.000003
..tion.py:214 _get_storage_alignment  26     0.000123  0.000375  0.000014
..ogger/logger.py:51 Logger.metadata  15     0.000039  0.000374  0.000025
..external/importtools.py:1 <module>  1      0.000009  0.000372  0.000372
..triton/language/core.py:841 tensor  1      0.000041  0.000372  0.000372
..da/__init__.py:535 device.__exit__  141    0.000197  0.000368  0.000003
..mpy/polys/polyerrors.py:1 <module>  1      0.000022  0.000368  0.000368
..y/simplify/gammasimp.py:1 <module>  1      0.000010  0.000366  0.000366
..sympy/printing/numpy.py:1 <module>  1      0.000083  0.000365  0.000365
..b/__init__.py:65 invalidate_caches  1      0.000005  0.000365  0.000365
..namo/metrics_context.py:1 <module>  1      0.000020  0.000364  0.000364
..dules/module.py:479 NeuMF.__init__  17     0.000266  0.000363  0.000021
..902 get_library_allowing_overwrite  5      0.000014  0.000362  0.000072
..ions/relation/binrel.py:1 <module>  1      0.000012  0.000361  0.000361
..it__.py:1366 Manager._fixupParents  70     0.000269  0.000360  0.000005
../yaml/reader.py:87 SafeLoader.peek  1501   0.000360  0.000360  0.000000
..py/core/function.py:147 <listcomp>  269    0.000285  0.000360  0.000001
..p_external>:1330 invalidate_caches  1      0.000208  0.000357  0.000357
..on3.10/pkgutil.py:110 iter_modules  4      0.000011  0.000357  0.000089
..cial/beta_functions.py:173 betainc  1      0.000357  0.000357  0.000357
../torch/_utils.py:891 _element_size  160    0.000332  0.000356  0.000002
..eLoader.stale_possible_simple_keys  991    0.000355  0.000355  0.000000
.._flat_param.py:455 FlatParamHandle  1      0.000064  0.000353  0.000353
..3.10/dataclasses.py:547 <dictcomp>  264    0.000352  0.000352  0.000001
..s/sympy/core/sorting.py:179 _nodes  41     0.000200  0.000349  0.000009
...10/dataclasses.py:653 _is_initvar  1169   0.000347  0.000347  0.000000
