
Clock type: WALL
Ordered by: totaltime, desc

name                                  ncall  tsub      ttot      tavg      
..lementary/hyperbolic.py:1572 atanh  1      0.000004  0.000024  0.000024
..uage/extra/hip/utils.py:1 <module>  1      0.000004  0.000024  0.000024
..ons.py:3664 TypeAliasType.__init__  1      0.000011  0.000024  0.000024
..per.py:1874 _overload_by_arg_count  3      0.000006  0.000024  0.000008
..otting/plot_implicit.py:1 <module>  1      0.000014  0.000024  0.000024
../symbolic_opset9.py:1961 decorator  3      0.000002  0.000024  0.000008
.._dynamo/guards.py:961 GuardBuilder  1      0.000024  0.000024  0.000024
..py:117 SafeLoader.construct_scalar  53     0.000017  0.000024  0.000000
..ter/symbolic_opset9.py:311 wrapper  21     0.000017  0.000024  0.000001
..al/importtools.py:48 import_module  1      0.000004  0.000024  0.000024
..ternal>:683 _code_to_timestamp_pyc  1      0.000013  0.000024  0.000024
..ed.py:1659 FrozenDataClassVariable  1      0.000003  0.000024  0.000024
..ore/numbers.py:1984 Integer.__lt__  3      0.000003  0.000024  0.000008
..es/sympy/solvers/pde.py:1 <module>  1      0.000020  0.000024  0.000024
../runtime/hints.py:116 AutotuneHint  1      0.000003  0.000024  0.000024
..domains/simpledomain.py:1 <module>  1      0.000006  0.000024  0.000024
..data/__init__.py:972 distributions  1      0.000002  0.000023  0.000023
..e/sympify.py:78 _is_numpy_instance  8      0.000007  0.000023  0.000003
..py:260 IncrementalDecoder.__init__  34     0.000023  0.000023  0.000001
..mpy/_utils/_inspect.py:13 ismethod  32     0.000018  0.000023  0.000001
..l/scanner.py:38 SimpleKey.__init__  43     0.000023  0.000023  0.000001
..lementary/hyperbolic.py:1737 acoth  1      0.000004  0.000023  0.000023
../_dynamo/graph_utils.py:1 <module>  1      0.000015  0.000023  0.000023
..l/error_functions.py:2544 fresnelc  1      0.000004  0.000023  0.000023
..ementary/trigonometric.py:1800 csc  1      0.000004  0.000023  0.000023
..time/cache_dir_utils.py:1 <module>  1      0.000011  0.000023  0.000023
..lementary/hyperbolic.py:1884 asech  1      0.000004  0.000023  0.000023
../python3.10/ast.py:54 literal_eval  5      0.000013  0.000023  0.000005
<string>:2 TreeSpec.__init__          2      0.000006  0.000023  0.000012
..es/linear.py:136 Linear.extra_repr  4      0.000017  0.000023  0.000006
..d.py:876 UserDefinedObjectVariable  1      0.000011  0.000023  0.000023
..ions/special/bessel.py:1546 airybi  1      0.000003  0.000023  0.000023
..mentary/trigonometric.py:3246 acsc  1      0.000004  0.000023  0.000023
../polys/domains/domain.py:18 Domain  1      0.000023  0.000023  0.000023
..bolic_helper.py:383 quantized_args  69     0.000023  0.000023  0.000000
..s/wintypes.py:143 WIN32_FIND_DATAA  1      0.000023  0.000023  0.000023
..wrap.py:1901 TracingTritonHOPifier  1      0.000010  0.000023  0.000023
..rialization.py:1208 PyTorchPickler  13     0.000023  0.000023  0.000002
..y/logic/boolalg.py:1286 Equivalent  1      0.000003  0.000023  0.000023
..vice_interface.py:517 MpsInterface  1      0.000006  0.000023  0.000023
../discrete/transforms.py:1 <module>  1      0.000013  0.000022  0.000022
..ry/egyptian_fraction.py:1 <module>  1      0.000008  0.000022  0.000022
..re/getlimits.py:697 iinfo.__init__  4      0.000022  0.000022  0.000005
..on3.10/enum.py:801 RegexFlag.value  65     0.000022  0.000022  0.000000
..ynamo/eval_frame.py:2347 skip_code  1      0.000019  0.000022  0.000022
..nfer_schema.py:296 supported_param  23     0.000022  0.000022  0.000001
..ulus/differentiation.py:1 <module>  1      0.000011  0.000022  0.000022
..ython3.10/typing.py:1333 <genexpr>  31     0.000016  0.000022  0.000001
..elementary/hyperbolic.py:1141 sech  1      0.000003  0.000022  0.000022
..ame.py:591 DisableContext.__init__  1      0.000014  0.000022  0.000022
..ore/multidimensional.py:1 <module>  1      0.000004  0.000022  0.000022
..ympy/core/decorators.py:1 <module>  1      0.000008  0.000022  0.000022
..python3.10/typing.py:560 <genexpr>  132    0.000022  0.000022  0.000000
..grals/deltafunctions.py:1 <module>  1      0.000009  0.000022  0.000022
..ython3.10/typing.py:1554 <genexpr>  52     0.000022  0.000022  0.000000
..py/functions.py:1325 OpaqueUnaryFn  14     0.000022  0.000022  0.000002
..pmath/calculus/calculus.py:4 defun  24     0.000008  0.000022  0.000001
..pmath/ctx_mp_python.py:512 __div__  1      0.000001  0.000022  0.000022
..valmath/lib_interval.py:1 <module>  1      0.000010  0.000022  0.000022
..ton/knobs.py:125 env_bool.__init__  22     0.000016  0.000022  0.000001
..ains/domain.py:371 IntegerRing.new  21     0.000022  0.000022  0.000001
..tograd/logging_utils.py:1 <module>  1      0.000011  0.000022  0.000022
..ch/_dynamo/eval_frame.py:139 Unset  1      0.000003  0.000022  0.000022
..elementary/hyperbolic.py:1070 csch  1      0.000002  0.000022  0.000022
..y/core/decorators.py:23 _sympifyit  66     0.000022  0.000022  0.000000
..fig_module.py:798 get_tristate_env  6      0.000005  0.000022  0.000004
..nner.py:721 SafeLoader.check_value  30     0.000012  0.000022  0.000001
..frame.py:148 _maybe_set_eval_frame  2      0.000022  0.000022  0.000011
../triton/knobs.py:450 runtime_knobs  1      0.000014  0.000022  0.000022
..ompiler/_cache.py:22 CacheArtifact  1      0.000012  0.000021  0.000021
.._ops/utils.py:550 redirect_to_mode  2      0.000002  0.000021  0.000010
../libmp/libintmath.py:89 <listcomp>  1      0.000021  0.000021  0.000021
.._inductor/cpu_vec_isa.py:35 VecISA  1      0.000007  0.000021  0.000021
..18 TensorLikePair._check_supported  4      0.000021  0.000021  0.000005
..y:432 TorchInGraphFunctionVariable  1      0.000008  0.000021  0.000021
..:359 SafeLoader.fetch_stream_start  1      0.000011  0.000021  0.000021
..sympy/core/expr.py:220 Pow.__neg__  3      0.000005  0.000021  0.000007
../series/approximants.py:1 <module>  1      0.000009  0.000021  0.000021
..or/metadata.py:15 TensorProperties  1      0.000011  0.000021  0.000021
..zer.py:26 BytesWriter.write_uint64  2      0.000019  0.000021  0.000010
..ython3.10/typing.py:1342 <genexpr>  34     0.000017  0.000021  0.000001
..gger.py:100 StdOutBackend.metadata  15     0.000013  0.000021  0.000001
../metadata/__init__.py:550 discover  1      0.000014  0.000021  0.000021
..sympy/sets/powerset.py:10 PowerSet  1      0.000006  0.000021  0.000021
..mpy/polys/densetools.py:1 <module>  1      0.000021  0.000021  0.000021
..orch/_jit_internal.py:1143 is_list  6      0.000009  0.000021  0.000003
..ython3.10/random.py:519 <listcomp>  2      0.000012  0.000021  0.000010
..python3.10/typing.py:2018 overload  58     0.000021  0.000021  0.000000
..ch/_dynamo/utils.py:2581 <setcomp>  1      0.000013  0.000021  0.000021
..s/sympy/core/sorting.py:1 <module>  1      0.000007  0.000020  0.000020
..mpy/simplify/ratsimp.py:1 <module>  1      0.000011  0.000020  0.000020
..ting/codeprinter.py:53 CodePrinter  1      0.000020  0.000020  0.000020
..orch/nn/init.py:139 calculate_gain  4      0.000017  0.000020  0.000005
..1284 _LiteralGenericAlias.__hash__  5      0.000009  0.000020  0.000004
..hon3.10/dataclasses.py:1187 fields  3      0.000014  0.000020  0.000007
..amo/current_scope_id.py:1 <module>  1      0.000009  0.000020  0.000020
..ch/_library/utils.py:290 <genexpr>  28     0.000020  0.000020  0.000001
..ices/eigen_symmetric.py:1 <module>  1      0.000010  0.000020  0.000020
..ympy/polys/polyclasses.py:2845 ANP  1      0.000020  0.000020  0.000020
..state.py:58 disable_if_config_true  2      0.000004  0.000020  0.000010
<string>:2 mpf.__div__                1      0.000002  0.000020  0.000020
..ive.py:471 create_hooks_from_stubs  2      0.000017  0.000020  0.000010
..unctions/special/bessel.py:1028 yn  1      0.000003  0.000020  0.000020
..mpy/printing/preview.py:1 <module>  1      0.000016  0.000020  0.000020
../matrices/reductions.py:1 <module>  1      0.000011  0.000020  0.000020
...py:368 WeakKeyDictionary.__init__  5      0.000020  0.000020  0.000004
..tensions.py:1667 __instancecheck__  20     0.000018  0.000020  0.000001
..odule.py:639 ModuleList.add_module  3      0.000009  0.000020  0.000007
..ng_extensions.py:1646 _set_default  22     0.000020  0.000020  0.000001
..ta/__init__.py:190 EntryPoint._for  70     0.000020  0.000020  0.000000
..builtins.py:159 _get_builtin_table  54     0.000020  0.000020  0.000000
..ges/sympy/core/rules.py:1 <module>  1      0.000001  0.000020  0.000020
..library/custom_ops.py:754 register  1      0.000005  0.000020  0.000020
..mensional.py:93 vectorize.__call__  2      0.000005  0.000020  0.000010
..ympy/strategies/tree.py:1 <module>  1      0.000008  0.000020  0.000020
..:857 UnspecializedNNModuleVariable  1      0.000006  0.000020  0.000020
..on3.10/unittest/mock.py:1700 patch  1      0.000007  0.000020  0.000020
..rch/_jit_internal.py:1167 is_union  10     0.000013  0.000020  0.000002
..time/hints.py:126 DeviceProperties  1      0.000006  0.000020  0.000020
..nn/modules/module.py:53 _addindent  6      0.000013  0.000020  0.000003
..s/wintypes.py:155 WIN32_FIND_DATAW  1      0.000020  0.000020  0.000020
..ml/nodes.py:27 ScalarNode.__init__  53     0.000020  0.000020  0.000000
.._.py:912 PathDistribution.__init__  69     0.000019  0.000019  0.000000
../domain.py:403 IntegerRing.convert  12     0.000012  0.000019  0.000002
..mpmath/calculus/odes.py:1 <module>  1      0.000008  0.000019  0.000019
..egrals/rationaltools.py:1 <module>  1      0.000015  0.000019  0.000019
..eLoader.remove_possible_simple_key  61     0.000019  0.000019  0.000000
../utilities/timeutils.py:1 <module>  1      0.000004  0.000019  0.000019
..variables/script_object.py:35 deco  2      0.000004  0.000019  0.000009
..ges/triton/knobs.py:174 NvidiaTool  1      0.000004  0.000019  0.000019
..s/mpmath/ctx_iv.py:30 convert_mpf_  8      0.000007  0.000019  0.000002
..mpy/strategies/tools.py:1 <module>  1      0.000008  0.000019  0.000019
..y/pretty_symbology.py:175 <lambda>  10     0.000005  0.000019  0.000002
..lay_record.py:65 ExecutionRecorder  1      0.000013  0.000019  0.000019
..lys/densebasic.py:343 dmp_validate  2      0.000005  0.000019  0.000009
../guards.py:248 GuardManagerWrapper  1      0.000008  0.000019  0.000019
.._shapes.py:1880 EqualityConstraint  1      0.000016  0.000019  0.000019
..ed/tensor/_ops/utils.py:44 wrapper  4      0.000007  0.000019  0.000005
..llective_utils.py:229 MeshTopoInfo  1      0.000006  0.000019  0.000019
..inting/pycode.py:753 MpmathPrinter  1      0.000009  0.000019  0.000019
..t_graph.py:349 StackLocalsMetadata  1      0.000010  0.000019  0.000019
..4701 CompileTimeInstructionCounter  1      0.000007  0.000019  0.000019
..functions/factorials.py:1 <module>  1      0.000012  0.000019  0.000019
..yping_extensions.py:2136 <genexpr>  6      0.000004  0.000019  0.000003
..n3.10/typing.py:180 _is_param_expr  12     0.000012  0.000018  0.000002
..thon3.10/functools.py:853 <lambda>  1      0.000000  0.000018  0.000018
../sparse/__init__.py:481 is_enabled  4      0.000013  0.000018  0.000005
..python3.10/abc.py:7 abstractmethod  47     0.000018  0.000018  0.000000
..ges/sympy/core/intfunc.py:162 igcd  3      0.000007  0.000018  0.000006
..le.py:704 PrepareModuleInputOutput  1      0.000008  0.000018  0.000018
..math/functions/theta.py:1 <module>  1      0.000015  0.000018  0.000018
..numpy/_utils/_inspect.py:41 iscode  32     0.000013  0.000018  0.000001
..th/matrices/calculus.py:1 <module>  1      0.000005  0.000018  0.000018
..ympy/series/limitseq.py:1 <module>  1      0.000018  0.000018  0.000018
..y/_utils/_inspect.py:26 isfunction  32     0.000013  0.000018  0.000001
..matrices/normalforms.py:1 <module>  1      0.000012  0.000018  0.000018
..torch/jit/_trace.py:476 <listcomp>  3      0.000015  0.000018  0.000006
..optimizer.py:212 _get_scalar_dtype  12     0.000013  0.000018  0.000002
..__init__.py:886 find_distributions  1      0.000005  0.000018  0.000018
..onKernelWrapperFunctional.__init__  1      0.000002  0.000018  0.000018
.. BCEWithLogitsLoss.register_buffer  2      0.000010  0.000018  0.000009
..patcher.py:113 Dispatcher.__init__  14     0.000018  0.000018  0.000001
..functions/orthogonal.py:1 <module>  1      0.000010  0.000018  0.000018
..orch/_jit_internal.py:1155 is_dict  6      0.000009  0.000018  0.000003
..uctor/utils.py:1372 IndentedBuffer  1      0.000008  0.000018  0.000018
..s/realfield.py:121 RealField.dtype  2      0.000002  0.000018  0.000009
..bessel.py:1094 SphericalHankelBase  1      0.000002  0.000018  0.000018
..r.py:565 UnpicklerWrapper.pop_mark  8      0.000013  0.000018  0.000002
..thon3.10/uuid.py:138 UUID.__init__  2      0.000015  0.000018  0.000009
..interactive/printing.py:1 <module>  1      0.000014  0.000017  0.000017
..age.py:1250 TypedStorage._data_ptr  4      0.000013  0.000017  0.000004
..b/python3.10/inspect.py:606 getmro  72     0.000017  0.000017  0.000000
..singularityfunctions.py:1 <module>  1      0.000003  0.000017  0.000017
..al/importtools.py:33 version_tuple  2      0.000008  0.000017  0.000008
..bolic_helper.py:1832 _apply_params  45     0.000017  0.000017  0.000000
..mo/eval_frame.py:2239 TorchPatcher  1      0.000003  0.000017  0.000017
..s_only_unpickler.py:193 <listcomp>  1      0.000007  0.000017  0.000017
../polys/rationaltools.py:1 <module>  1      0.000008  0.000017  0.000017
..ages/sympy/core/core.py:1 <module>  1      0.000002  0.000017  0.000017
..anner.py:349 SafeLoader.add_indent  47     0.000016  0.000017  0.000000
..ion.py:88 _default_to_weights_only  4      0.000012  0.000017  0.000004
..rators.py:83 call_highest_priority  41     0.000017  0.000017  0.000000
..mpy/matrices/inverse.py:1 <module>  1      0.000012  0.000017  0.000017
..n3.10/random.py:366 Random.randint  1      0.000004  0.000017  0.000017
.._tensor/_ops/_common.py:1 <module>  1      0.000005  0.000017  0.000017
..s.py:22 MappingStartEvent.__init__  25     0.000017  0.000017  0.000001
..py/polys/sqfreetools.py:1 <module>  1      0.000017  0.000017  0.000017
...py:114 SafeLoader.ascend_resolver  78     0.000017  0.000017  0.000000
../colorama/ansi.py:12 code_to_chars  38     0.000017  0.000017  0.000000
..10/typing.py:2470 NewType.__init__  4      0.000009  0.000017  0.000004
..y:147 _get_postprocessors_for_type  4      0.000010  0.000017  0.000004
..py/printing/defaults.py:1 <module>  1      0.000017  0.000017  0.000017
.._data_parallel_utils.py:1 <module>  1      0.000012  0.000017  0.000017
..rter/_dynamic_shapes.py:1 <module>  1      0.000015  0.000017  0.000017
..ton/knobs.py:354 compilation_knobs  1      0.000008  0.000017  0.000017
..abc.py:983 WeakKeyDictionary.clear  3      0.000009  0.000017  0.000006
..ree.py:1068 TreeSpec.__post_init__  2      0.000006  0.000017  0.000008
..rter/_type_utils.py:364 <dictcomp>  1      0.000017  0.000017  0.000017
..inatorial/numbers.py:189 fibonacci  1      0.000005  0.000016  0.000016
..ops.py:1950 MapHigherOrderVariable  1      0.000006  0.000016  0.000016
..jit/_builtins.py:203 _find_builtin  4      0.000006  0.000016  0.000004
../printing/precedence.py:1 <module>  1      0.000015  0.000016  0.000016
..vert.py:3825 InstructionTranslator  1      0.000006  0.000016  0.000016
..ch/_dynamo/utils.py:2588 <setcomp>  1      0.000011  0.000016  0.000016
.._prop.py:42 LocalLRUCache.__init__  1      0.000003  0.000016  0.000016
..1 get_nonrecursive_disable_wrapper  1      0.000005  0.000016  0.000016
..:415 WeakKeyDictionary.__getitem__  29     0.000016  0.000016  0.000001
..ages/triton/knobs.py:488 amd_knobs  1      0.000010  0.000016  0.000016
..rch/fx/node.py:109 has_side_effect  3      0.000006  0.000016  0.000005
..4119 InliningInstructionTranslator  1      0.000016  0.000016  0.000016
..tils/_ordered_set.py:20 OrderedSet  1      0.000016  0.000016  0.000016
../sympy/sets/ordinals.py:81 __new__  2      0.000009  0.000016  0.000008
..r/__init__.py:482 _sharded_op_impl  35     0.000016  0.000016  0.000000
..y/polys/polytools.py:4542 PurePoly  1      0.000004  0.000016  0.000016
..ch/_numpy/_getlimits.py:1 <module>  1      0.000004  0.000016  0.000016
../core/operations.py:118 _from_args  3      0.000008  0.000016  0.000005
..IncrementNestingCtxManagerVariable  1      0.000012  0.000016  0.000016
..get_dtype_from_pickle_storage_type  29     0.000006  0.000016  0.000001
..pytree.py:197 register_pytree_node  1      0.000005  0.000016  0.000016
..th/calculus/calculus.py:1 <module>  1      0.000001  0.000016  0.000016
..rs.py:210 _SympifyWrapper.__init__  32     0.000016  0.000016  0.000000
../polys/matrices/rref.py:1 <module>  1      0.000014  0.000016  0.000016
..:428 is_traceable_wrapper_subclass  12     0.000010  0.000016  0.000001
..ibrary/utils.py:49 parse_namespace  6      0.000011  0.000016  0.000003
..y/pretty_symbology.py:171 <lambda>  10     0.000008  0.000016  0.000002
..y/infer_schema.py:262 parse_return  3      0.000006  0.000016  0.000005
..k.py:1368 _patch.decorate_callable  1      0.000002  0.000015  0.000015
..r.py:306 UnpicklerWrapper.__init__  4      0.000015  0.000015  0.000004
..e_impl.py:24 FakeImplHolder.kernel  18     0.000012  0.000015  0.000001
..al/recording.py:361 FakeTensorMeta  1      0.000005  0.000015  0.000015
..:145 LogRegistry.is_off_by_default  27     0.000015  0.000015  0.000001
..torch/library.py:939 register_fake  1      0.000006  0.000015  0.000015
..amo/pgo.py:227 FrameStateSizeEntry  1      0.000010  0.000015  0.000015
..s/sympy/sets/sets.py:1819 EmptySet  1      0.000005  0.000015  0.000015
../_ops.py:817 OpOverload._namespace  5      0.000013  0.000015  0.000003
..uted/distributed_c10d.py:722 WORLD  10     0.000010  0.000015  0.000001
..ities/timeutils.py:37 __do_timings  1      0.000003  0.000015  0.000015
..es/expressions/matmul.py:24 MatMul  1      0.000007  0.000015  0.000015
../core/_print_helpers.py:1 <module>  1      0.000000  0.000015  0.000015
..python3.10/inspect.py:485 <lambda>  155    0.000015  0.000015  0.000000
..frame.py:265 preserve_global_state  1      0.000005  0.000015  0.000015
..gebras/quaternion.py:58 Quaternion  1      0.000015  0.000015  0.000015
..sympy/plotting/utils.py:1 <module>  1      0.000015  0.000015  0.000015
..tion.py:1847 _get_restore_location  4      0.000010  0.000015  0.000004
..ties/mathml/__init__.py:1 <module>  1      0.000008  0.000015  0.000015
..mpy/external/ntheory.py:1 <module>  1      0.000015  0.000015  0.000015
..thon3.10/inspect.py:420 isabstract  8      0.000012  0.000015  0.000002
..l/nodes.py:36 MappingNode.__init__  25     0.000015  0.000015  0.000001
..py:577 NumberPair._supported_types  2      0.000013  0.000014  0.000007
..:1163 ExtensionFileLoader.__init__  16     0.000014  0.000014  0.000001
..eerrors.py:14 LazyExceptionMessage  1      0.000003  0.000014  0.000014
..lic_convert.py:1051 ExceptionStack  1      0.000010  0.000014  0.000014
..math/ctx_mp_python.py:597 make_mpf  16     0.000011  0.000014  0.000001
..y/polys/puiseux.py:231 PuiseuxPoly  1      0.000014  0.000014  0.000014
..tion.py:289 ContinueExecutionCache  1      0.000013  0.000014  0.000014
..es/sympy/core/cache.py:123 _getenv  2      0.000004  0.000014  0.000007
..ibmp/libelefun.py:85 constant_memo  14     0.000014  0.000014  0.000001
..iables/builder.py:596 _id_dispatch  1      0.000008  0.000014  0.000014
..h/libmp/libmpi.py:454 mpi_from_str  2      0.000006  0.000014  0.000007
..y/solvers/decompogen.py:1 <module>  1      0.000008  0.000014  0.000014
../NCF/dataloading.py:165 <dictcomp>  14     0.000014  0.000014  0.000001
..binatorial/numbers.py:2955 motzkin  1      0.000004  0.000014  0.000014
..ton/runtime/jit.py:294 KernelParam  1      0.000010  0.000014  0.000014
.._internal.py:410 can_compile_class  2      0.000006  0.000014  0.000007
..yping.py:1272 _value_and_type_iter  26     0.000014  0.000014  0.000001
..nc_config.py:459 errstate.__call__  1      0.000002  0.000014  0.000014
..10/ctypes/__init__.py:368 _FuncPtr  6      0.000014  0.000014  0.000002
..ath/ctx_mp_python.py:612 _set_prec  2      0.000005  0.000014  0.000007
...py:91 SafeLoader.descend_resolver  78     0.000014  0.000014  0.000000
..ls.py:946 cached_property.__init__  11     0.000014  0.000014  0.000001
..es/triton/knobs.py:331 redis_knobs  1      0.000010  0.000014  0.000014
..pp_builder.py:602 BuildOptionsBase  1      0.000011  0.000014  0.000014
..lculus/singularities.py:1 <module>  1      0.000014  0.000014  0.000014
..ges/triton/knobs.py:268 base_knobs  1      0.000003  0.000014  0.000014
..lities/decorator.py:251 deprecated  20     0.000014  0.000014  0.000001
..ath/libmp/libmpf.py:59 prec_to_dps  3      0.000008  0.000014  0.000005
../polys/groebnertools.py:1 <module>  1      0.000014  0.000014  0.000014
..ile.py:456 _generate_overlap_table  2      0.000013  0.000014  0.000007
..ib/python3.10/pstats.py:47 __new__  9      0.000010  0.000014  0.000002
..metadata/__init__.py:461 <genexpr>  13     0.000014  0.000014  0.000001
..d_scaler.py:18 GradScaler.__init__  1      0.000010  0.000013  0.000013
..sting/_comparison.py:704 <genexpr>  6      0.000007  0.000013  0.000002
..d/fsdp/wrap.py:557 _ConfigAutoWrap  1      0.000011  0.000013  0.000013
..g.py:234 _prepare_paramspec_params  1      0.000007  0.000013  0.000013
..976 _UnionGenericAlias.__getattr__  3      0.000008  0.000013  0.000004
...py:151 FakeCompiledAutogradEngine  1      0.000006  0.000013  0.000013
..ntextlib.py:423 suppress.__enter__  76     0.000013  0.000013  0.000000
.._wrap.py:740 MemoizeWithCycleCheck  1      0.000005  0.000013  0.000013
..iscrete/convolutions.py:1 <module>  1      0.000009  0.000013  0.000013
../polys/polyutils.py:188 <listcomp>  1      0.000005  0.000013  0.000013
..py/simplify/cse_opts.py:1 <module>  1      0.000009  0.000013  0.000013
..8 ConfigModuleInstance.__setattr__  8      0.000013  0.000013  0.000002
..ympy/concrete/gosper.py:1 <module>  1      0.000006  0.000013  0.000013
..y:160 LogState.is_artifact_enabled  27     0.000013  0.000013  0.000000
..ng.py:855 ParamSpecKwargs.__init__  62     0.000013  0.000013  0.000000
..py:253 allow_in_pre_dispatch_graph  1      0.000005  0.000013  0.000013
..mpy/geometry/ellipse.py:41 Ellipse  1      0.000013  0.000013  0.000013
..s/sympy/geometry/point.py:42 Point  1      0.000013  0.000013  0.000013
../mtia/__init__.py:121 _is_compiled  1      0.000004  0.000013  0.000013
../ode/single.py:42 SingleODEProblem  1      0.000008  0.000013  0.000013
..tadata.py:82 ShardedTensorMetadata  1      0.000009  0.000013  0.000013
..y:706 SafeLoader.check_block_entry  17     0.000009  0.000013  0.000001
..ch/jit/_recursive.py:108 <setcomp>  4      0.000009  0.000013  0.000003
..r/array/ndim_array.py:86 NDimArray  1      0.000013  0.000013  0.000013
..ch/_dynamo/utils.py:2582 <setcomp>  1      0.000010  0.000013  0.000013
..nit__.py:1255 PlaceHolder.__init__  12     0.000013  0.000013  0.000001
..e_wrappers.py:818 AOTDedupeWrapper  1      0.000009  0.000013  0.000013
...10/random.py:292 Random.randrange  1      0.000007  0.000013  0.000013
..py/ntheory/primetest.py:1 <module>  1      0.000013  0.000013  0.000013
..tils_hack/__init__.py:108 <lambda>  43     0.000013  0.000013  0.000000
..orch/onnx/ops/_impl.py:26 _onnx_op  2      0.000004  0.000013  0.000006
..ython3.10/genericpath.py:27 isfile  2      0.000004  0.000013  0.000006
..fig.py:402 _get_sysconfigdata_name  1      0.000004  0.000013  0.000013
..rnal>:1219 _NamespacePath.__init__  1      0.000007  0.000013  0.000013
..ule.py:774 SubConfigProxy.__init__  11     0.000013  0.000013  0.000001
..lculus/approximation.py:1 <module>  1      0.000007  0.000013  0.000013
..tensor/placement_types.py:50 Shard  1      0.000013  0.000013  0.000013
..ialization.py:281 add_safe_globals  2      0.000005  0.000013  0.000006
..rding.py:232 record_shapeenv_event  26     0.000013  0.000013  0.000000
..s/sympy/sets/sets.py:1035 Interval  1      0.000012  0.000012  0.000012
..nctions/special/bessel.py:1207 hn2  1      0.000003  0.000012  0.000012
..modules/module.py:1969 remove_from  18     0.000012  0.000012  0.000001
..py:371 SafeLoader.fetch_stream_end  1      0.000002  0.000012  0.000012
..module.py:171 ConfigModuleInstance  4      0.000012  0.000012  0.000003
...py:138 SafeLoader.check_printable  1      0.000006  0.000012  0.000012
../numbers.py:1397 from_coprime_ints  3      0.000005  0.000012  0.000004
../assumptions/assume.py:305 __new__  5      0.000004  0.000012  0.000002
..ympy/core/symbol.py:798 <listcomp>  10     0.000010  0.000012  0.000001
..mpy/core/singleton.py:192 <lambda>  30     0.000012  0.000012  0.000000
..2497 StrictModeHigherOrderVariable  1      0.000002  0.000012  0.000012
..e/decorators.py:196 sympify_return  32     0.000012  0.000012  0.000000
../misc.py:1657 ConstantLikeVariable  1      0.000006  0.000012  0.000012
..n/knobs.py:68 env_opt_str.__init__  49     0.000012  0.000012  0.000000
..ctions_abc.py:315 __subclasshook__  18     0.000012  0.000012  0.000001
..zation.py:1835 _maybe_decode_ascii  12     0.000010  0.000012  0.000001
..dp_extensions.py:16 FSDPExtensions  1      0.000009  0.000012  0.000012
..schemas.py:379 ViewAndMutationMeta  1      0.000006  0.000012  0.000012
..n3.10/warnings.py:165 simplefilter  1      0.000002  0.000012  0.000012
..ympy/printers.py:133 PythonPrinter  1      0.000012  0.000012  0.000012
..rainDataloader._build_channel_dict  1      0.000011  0.000012  0.000012
..ogger/logger.py:46 Logger.__init__  1      0.000006  0.000012  0.000012
..omparison.py:450 NonePair.__init__  2      0.000005  0.000012  0.000006
../_sympy/printers.py:285 CppPrinter  1      0.000012  0.000012  0.000012
..y/continued_fraction.py:1 <module>  1      0.000012  0.000012  0.000012
..eory/generate.py:45 Sieve.__init__  1      0.000007  0.000012  0.000012
..es/mpmath/ctx_mp_python.py:39 _mpf  1      0.000012  0.000012  0.000012
..thon3.10/typing.py:2248 <listcomp>  20     0.000012  0.000012  0.000001
..amo/utils.py:192 ReinplaceCounters  1      0.000011  0.000011  0.000011
.. InvokeSubgraphHigherOrderVariable  1      0.000003  0.000011  0.000011
..ed/rpc/__init__.py:24 is_available  5      0.000010  0.000011  0.000002
../interactive/session.py:1 <module>  1      0.000011  0.000011  0.000011
..th/libmp/libmpc.py:205 mpc_div_mpf  1      0.000002  0.000011  0.000011
..rinting/pycode.py:664 CmathPrinter  1      0.000007  0.000011  0.000011
..:1510 WhileLoopHigherOrderVariable  1      0.000002  0.000011  0.000011
..h/_library/autograd.py:28 Metadata  5      0.000011  0.000011  0.000002
..ng/mathematica.py:122 MCodePrinter  1      0.000011  0.000011  0.000011
..llel/fsdp.py:317 DTensorExtensions  1      0.000009  0.000011  0.000011
../_sympy/printers.py:16 ExprPrinter  1      0.000010  0.000011  0.000011
..nal_collectives_impl.py:1 <module>  1      0.000009  0.000011  0.000011
..TorchFunctionModeStackStateManager  1      0.000001  0.000011  0.000011
..mains/pythonrational.py:1 <module>  1      0.000006  0.000011  0.000011
..es.py:1978 ParametricSurfaceSeries  1      0.000011  0.000011  0.000011
..orch/_jit_internal.py:1216 is_rref  4      0.000003  0.000011  0.000003
.._init__.py:1261 PlaceHolder.append  15     0.000011  0.000011  0.000001
..nvidia/compiler.py:105 CUDAOptions  1      0.000010  0.000011  0.000011
..89 HintsWrapperHigherOrderVariable  1      0.000003  0.000011  0.000011
..jit/_state.py:75 _get_script_class  4      0.000007  0.000011  0.000003
..py:246 FunctionalModuleWithBuffers  1      0.000011  0.000011  0.000011
../mpmath/libmp/libmpf.py:631 mpf_le  4      0.000003  0.000011  0.000003
..matrices/repmatrix.py:23 RepMatrix  1      0.000011  0.000011  0.000011
..ts.py:95 deduce_alpha_implications  1      0.000005  0.000011  0.000011
../core.py:656 pointer_type.__init__  1      0.000008  0.000011  0.000011
..nts.py:5 SequenceEndEvent.__init__  26     0.000011  0.000011  0.000000
..calculus/finite_diff.py:1 <module>  1      0.000011  0.000011  0.000011
...py:232 OrderedModuleDict.__init__  2      0.000009  0.000011  0.000005
..tx_mp_python.py:82 mpf_convert_arg  6      0.000008  0.000011  0.000002
